Recipe_code,Recipe_name,Ingredient,Unit_weight_amount
R45063B,UK Orecchiette with Herbed Pork (f),"Pesto, Fresh 2oz",2
R45063B,UK Orecchiette with Herbed Pork (f),Chili Flakes,1
R45063B,UK Orecchiette with Herbed Pork (f),"Cheese, Shredded Parmesan",1
R45063B,UK Orecchiette with Herbed Pork (f),"Broccoli, Florets",8
R60326B,Freekeh & Brussels Sprouts Salad,Brussels Sprouts,8
R60326B,Freekeh & Brussels Sprouts Salad,"Apple, Gala",1
R60326B,Freekeh & Brussels Sprouts Salad,"Squash, Butternut",8
R60326B,Freekeh & Brussels Sprouts Salad,Lemon,1
R60326B,Freekeh & Brussels Sprouts Salad,Shallot,2
R60326B,Freekeh & Brussels Sprouts Salad,Freekeh,0.75
R60326B,Freekeh & Brussels Sprouts Salad,Walnuts,1
R20039,Soy Glazed Steak,"Steak, Tri-Tip",12
R20039,Soy Glazed Steak,"Potato, Russet",12
R20039,Soy Glazed Steak,Wasabi Paste,1
R20039,Soy Glazed Steak,Scallions,2
R20039,Soy Glazed Steak,Sour Cream,1
R20039,Soy Glazed Steak,Soy Sauce,1
R20039,Soy Glazed Steak,"Vinegar, White Wine",25
R20039,Soy Glazed Steak,"Garlic, Peeled",2
R20039,Soy Glazed Steak,Ginger,1
R20039,Soy Glazed Steak,Green Beans,6
R20039,Soy Glazed Steak,"Sesame Seeds, White",1
R20039,Soy Glazed Steak,"Stock Concentrate, Beef",12
R35053,Roasted Salmon with Grape Tomatoes and Green Beans,"Salmon, Skin-On",10
R35053,Roasted Salmon with Grape Tomatoes and Green Beans,"Potato, Yukon B",12
R35053,Roasted Salmon with Grape Tomatoes and Green Beans,Green Beans,6
R35053,Roasted Salmon with Grape Tomatoes and Green Beans,"Garlic, Peeled",2
R35053,Roasted Salmon with Grape Tomatoes and Green Beans,"Tomato, Heirloom Grape",4
R35053,Roasted Salmon with Grape Tomatoes and Green Beans,Dill,0.25
R70044B,Seitan Tacos al Pastor with Poblano,"Veggie Crumbles, Chorizo",8
R70044B,Seitan Tacos al Pastor with Poblano,"Pepper, Poblano",1
R70044B,Seitan Tacos al Pastor with Poblano,"Onion, White",1
R70044B,Seitan Tacos al Pastor with Poblano,"Pineapple, In-Juice",4
R70044B,Seitan Tacos al Pastor with Poblano,"Spice, Southwest Spice - ""Warm n' Smoky""",1
R70044B,Seitan Tacos al Pastor with Poblano,Chipotle Powder,1
R70044B,Seitan Tacos al Pastor with Poblano,Lime,1
R70044B,Seitan Tacos al Pastor with Poblano,"Tortillas, 6-inch Flour",6
R70044B,Seitan Tacos al Pastor with Poblano,Cilantro,0.25
R15166A,,,
R35100,UK Spiced Buttery Mahi Mahi,"Potato, Yukon B",12
R35100,UK Spiced Buttery Mahi Mahi,"Curry, Powder",1
R35100,UK Spiced Buttery Mahi Mahi,Leeks,1
R35100,UK Spiced Buttery Mahi Mahi,"Garlic, Peeled",2
R35100,UK Spiced Buttery Mahi Mahi,"Tomato, Grape",4
R35100,UK Spiced Buttery Mahi Mahi,Tandoori Spice,1
R35100,UK Spiced Buttery Mahi Mahi,Mahi Mahi,12
R45089,One-Pot Sausage and Tortellini Soup,"Onion, Yellow",1
R45089,One-Pot Sausage and Tortellini Soup,Parsley,0.25
R45089,One-Pot Sausage and Tortellini Soup,Garlic Powder,1
R45089,One-Pot Sausage and Tortellini Soup,"Oregano, Dried",1
R45089,One-Pot Sausage and Tortellini Soup,"Sausage, Raw Lean Sweet Italian Pork",9
R45089,One-Pot Sausage and Tortellini Soup,"Tomato, Crushed",13.76
R45089,One-Pot Sausage and Tortellini Soup,"Stock Concentrate, Chicken",9.6
R45089,One-Pot Sausage and Tortellini Soup,"Pasta, Tortelloni - Fresh",9
R45089,One-Pot Sausage and Tortellini Soup,"Spinach, Baby",5
R45089,One-Pot Sausage and Tortellini Soup,"Cheese, Shredded Parmesan",1
R45089,One-Pot Sausage and Tortellini Soup,Chili Flakes,1
R25091,Thai Beef with Carrot Noodles,"Beef, Ground",10
R25091,Thai Beef with Carrot Noodles,Green Beans,6
R25091,Thai Beef with Carrot Noodles,Scallions,2
R25091,Thai Beef with Carrot Noodles,Cilantro,0.25
R25091,Thai Beef with Carrot Noodles,"Garlic, Peeled",2
R25091,Thai Beef with Carrot Noodles,Peanut Butter,1.15
R25091,Thai Beef with Carrot Noodles,Sriracha Sauce,1
R25091,Thai Beef with Carrot Noodles,Soy Sauce,1
R25091,Thai Beef with Carrot Noodles,"Stock Concentrate, Beef",12
R25091,Thai Beef with Carrot Noodles,"Coriander, Ground",1
R10138,"Pan-Seared Chicken with Yukon Potatoes, Green Beans, and Creamy Dill Sauce","Chicken, Breasts",12
R10138,"Pan-Seared Chicken with Yukon Potatoes, Green Beans, and Creamy Dill Sauce","Potato, Yukon B",12
R10138,"Pan-Seared Chicken with Yukon Potatoes, Green Beans, and Creamy Dill Sauce",Sour Cream,1
R10138,"Pan-Seared Chicken with Yukon Potatoes, Green Beans, and Creamy Dill Sauce",Green Beans,6
R10138,"Pan-Seared Chicken with Yukon Potatoes, Green Beans, and Creamy Dill Sauce",Dill,0.25
R10138,"Pan-Seared Chicken with Yukon Potatoes, Green Beans, and Creamy Dill Sauce",Dijon Mustard Packet,10
R10138,"Pan-Seared Chicken with Yukon Potatoes, Green Beans, and Creamy Dill Sauce","Stock Concentrate, Chicken",9.6
R30131A,Crispy Chipotle Shrimp Tacos,Shrimp,10
R30131A,Crispy Chipotle Shrimp Tacos,Radishes,3
R30131A,Crispy Chipotle Shrimp Tacos,Chipotle Powder,1
R30131A,Crispy Chipotle Shrimp Tacos,"Tortillas, 6-inch Corn",6
R30131A,Crispy Chipotle Shrimp Tacos,"Cabbage, Shredded Red",4
R30131A,Crispy Chipotle Shrimp Tacos,Lime,1
R30131A,Crispy Chipotle Shrimp Tacos,Scallions,2
R20081,Rosemary Beef Skewers with Garlic Bread and Blistered Green Beans,Beef Stir Fry,10
R20081,Rosemary Beef Skewers with Garlic Bread and Blistered Green Beans,"Bread, Ciabatta",1
R20081,Rosemary Beef Skewers with Garlic Bread and Blistered Green Beans,"Garlic, Peeled",2
R20081,Rosemary Beef Skewers with Garlic Bread and Blistered Green Beans,Rosemary,0.25
R20081,Rosemary Beef Skewers with Garlic Bread and Blistered Green Beans,Lemon,1
R20081,Rosemary Beef Skewers with Garlic Bread and Blistered Green Beans,Green Beans,6
R20081,Rosemary Beef Skewers with Garlic Bread and Blistered Green Beans,"Tomato, Heirloom Grape",4
R15159B,Pulled Pork Rice Bowl,"Rice, Jasmine",0.5
R15159B,Pulled Pork Rice Bowl,"Onion, Red",1
R15159B,Pulled Pork Rice Bowl,"Bell Pepper, Green",1
R15159B,Pulled Pork Rice Bowl,"Tomato, Roma",1
R15159B,Pulled Pork Rice Bowl,Cilantro,0.25
R15159B,Pulled Pork Rice Bowl,Lime,1
R15159B,Pulled Pork Rice Bowl,"Chicken, Pulled",8
R15159B,Pulled Pork Rice Bowl,Fajita Spice Blend,1
R15159B,Pulled Pork Rice Bowl,"Stock Concentrate, Chicken",9.6
R15159B,Pulled Pork Rice Bowl,"Cheese, Shredded Monterey Jack",1
R70043A,Halloumi Jumble with Chimichurri,"Onion, Red",1
R70043A,Halloumi Jumble with Chimichurri,"Tomato, Grape",4
R70043A,Halloumi Jumble with Chimichurri,Cilantro,0.25
R70043A,Halloumi Jumble with Chimichurri,"Garlic, Peeled",2
R70043A,Halloumi Jumble with Chimichurri,Lemon,1
R70043A,Halloumi Jumble with Chimichurri,"Avocado, Hass - 60ct - 1 Piece (pc)",1
R70043A,Halloumi Jumble with Chimichurri,"Pepper, Thai Bird's Eye Chili",1
R70043A,Halloumi Jumble with Chimichurri,"Cumin, Ground",1
R70043A,Halloumi Jumble with Chimichurri,"Cheese, Halloumi Style Grilling",8
R20091,,,
R25088,Tortellini Gratin with Tomato-Basil Bolognese and Spinach,"Pasta, Tortelloni - Fresh",9
R25088,Tortellini Gratin with Tomato-Basil Bolognese and Spinach,"Beef, Ground",10
R25088,Tortellini Gratin with Tomato-Basil Bolognese and Spinach,"Tomato, Crushed",13.76
R25088,Tortellini Gratin with Tomato-Basil Bolognese and Spinach,"Onion, Yellow",1
R25088,Tortellini Gratin with Tomato-Basil Bolognese and Spinach,"Garlic, Peeled",2
R25088,Tortellini Gratin with Tomato-Basil Bolognese and Spinach,"Herb, Basil",0.5
R25088,Tortellini Gratin with Tomato-Basil Bolognese and Spinach,Sour Cream,1
R25088,Tortellini Gratin with Tomato-Basil Bolognese and Spinach,"Breadcrumbs, Panko",0.5
R25088,Tortellini Gratin with Tomato-Basil Bolognese and Spinach,"Spinach, Baby",5
R25088,Tortellini Gratin with Tomato-Basil Bolognese and Spinach,"Cheese, Shredded Parmesan",1
R25089,Cheddar Frico Burger,"Beef, Ground",10
R25089,Cheddar Frico Burger,"Cheese, Shredded Cheddar",2
R25089,Cheddar Frico Burger,"Onion, Red",1
R25089,Cheddar Frico Burger,"Tomato, Roma",1
R25089,Cheddar Frico Burger,"Vinegar, Sherry",25
R25089,Cheddar Frico Burger,"Bread, Brioche Buns",2
R25089,Cheddar Frico Burger,"Broccoli, Florets",8
R25089,Cheddar Frico Burger,Ketchup,1
R35126A,Teriyaki Salmon with Ginger Scallion Rice and Snap Peas,"Salmon, Skin-On",10
R35126A,Teriyaki Salmon with Ginger Scallion Rice and Snap Peas,Ginger,1
R35126A,Teriyaki Salmon with Ginger Scallion Rice and Snap Peas,Scallions,2
R35126A,Teriyaki Salmon with Ginger Scallion Rice and Snap Peas,"Rice, Jasmine",0.75
R35126A,Teriyaki Salmon with Ginger Scallion Rice and Snap Peas,"Sesame Seeds, White",1
R35126A,Teriyaki Salmon with Ginger Scallion Rice and Snap Peas,Lime,1
R35126A,Teriyaki Salmon with Ginger Scallion Rice and Snap Peas,Sugar Snap Peas,6
R35126A,Teriyaki Salmon with Ginger Scallion Rice and Snap Peas,Teriyaki Sauce HF Private Label,4
R40062,UK Homemade Pork Schnitzel,"Pork, Boneless Chops (2)",12
R40062,UK Homemade Pork Schnitzel,"Breadcrumbs, Panko",0.5
R40062,UK Homemade Pork Schnitzel,Sour Cream,1
R40062,UK Homemade Pork Schnitzel,"Potato, Yukon B",12
R40062,UK Homemade Pork Schnitzel,Lemon,1
R40062,UK Homemade Pork Schnitzel,"Mustard, Dijon, Mini Glass Bottles",1.4
R40062,UK Homemade Pork Schnitzel,"Vinegar, Balsamic",25
R40062,UK Homemade Pork Schnitzel,Parsley,0.25
R40062,UK Homemade Pork Schnitzel,"Tomato, Grape",4
R40062,UK Homemade Pork Schnitzel,"Squash, Yellow",8
R20153A,,,
R25117B,Dinner and Lunch Chili and Burrito,"Beef, Ground",10
R25117B,Dinner and Lunch Chili and Burrito,"Chorizo, Dried",3
R25117B,Dinner and Lunch Chili and Burrito,"Onion, Yellow",1
R25117B,Dinner and Lunch Chili and Burrito,"Beans, Kidney",13.4
R25117B,Dinner and Lunch Chili and Burrito,"Pepper, Poblano",1
R25117B,Dinner and Lunch Chili and Burrito,"Tomato, Crushed",13.76
R25117B,Dinner and Lunch Chili and Burrito,"Pepper, Jalapeno",1
R25117B,Dinner and Lunch Chili and Burrito,"Stock Concentrate, Beef",12
R25117B,Dinner and Lunch Chili and Burrito,Enchilada Spice Blend,1
R25117B,Dinner and Lunch Chili and Burrito,"Tortillas, 10-inch Flour",2
R25117B,Dinner and Lunch Chili and Burrito,"Rice, Jasmine",0.75
R25117B,Dinner and Lunch Chili and Burrito,"Tomato, Roma",1
R25117B,Dinner and Lunch Chili and Burrito,Cilantro,0.25
R25117B,Dinner and Lunch Chili and Burrito,Scallions,2
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,Lemon,1
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,Rosemary,0.25
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Garlic, Peeled",2
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Tomato, Beefsteak 6x6",1
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Onion, Red",1
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Corn on the Cob, 8-inch",1
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Beef, Ground",10
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Cheese, Shredded Parmesan",1
R25139A,Burger With Garlic-Rosemary Mayo And Lemon Butter Corn,"Bread, Brioche Buns",2
R70041,Seitan Chili,"Veggie Crumbles, Chipotle",8
R70041,Seitan Chili,"Bell Pepper, Red/Orange/Yellow - Hot House Grown",1
R70041,Seitan Chili,"Rice, Jasmine",0.5
R70041,Seitan Chili,"Onion, Red",1
R70041,Seitan Chili,"Beans, Black",13.4
R70041,Seitan Chili,"Tomato, Roma",1
R70041,Seitan Chili,Scallions,2
R70041,Seitan Chili,"Garlic, Peeled",2
R70041,Seitan Chili,"Stock Concentrate, Veggie",9.6
R70041,Seitan Chili,"Cheese, Shredded Cheddar",2
R15033,"Turkey Patty Melt with Mushrooms, Gruyere and Arugula","Turkey, Ground",10
R15033,"Turkey Patty Melt with Mushrooms, Gruyere and Arugula","Mushrooms, Button",4
R15033,"Turkey Patty Melt with Mushrooms, Gruyere and Arugula",Mayonnaise,1
R15033,"Turkey Patty Melt with Mushrooms, Gruyere and Arugula","Cheese, Shredded Gruyere",2
R15033,"Turkey Patty Melt with Mushrooms, Gruyere and Arugula","Garlic, Peeled",2
R15033,"Turkey Patty Melt with Mushrooms, Gruyere and Arugula",Shallot,2
R15033,"Turkey Patty Melt with Mushrooms, Gruyere and Arugula","Lettuce, Arugula",2
R15033,"Turkey Patty Melt with Mushrooms, Gruyere and Arugula","Vinegar, Balsamic",25
R15033,"Turkey Patty Melt with Mushrooms, Gruyere and Arugula",Tuscan Heat Spice,1
R30048,Shrimp and Chorizo Paella,Shrimp,10
R30048,Shrimp and Chorizo Paella,Saffron,0.03
R30048,Shrimp and Chorizo Paella,"Paprika, Smoked",1
R30048,Shrimp and Chorizo Paella,"Chorizo, Dried",3
R30048,Shrimp and Chorizo Paella,"Rice, Arborio",0.75
R30048,Shrimp and Chorizo Paella,"Peas, Fresh and Frozen - 4 Ounce (oz)",4
R30048,Shrimp and Chorizo Paella,"Stock Concentrate, Chicken",9.6
R30048,Shrimp and Chorizo Paella,"Tomato, Roma",1
R30048,Shrimp and Chorizo Paella,Parsley,0.25
R30048,Shrimp and Chorizo Paella,"Onion, Yellow",1
R30048,Shrimp and Chorizo Paella,"Garlic, Peeled",2
R25107A,Shepherd's Pie,"Beef, Ground",10
R25107A,Shepherd's Pie,"Onion, Yellow",1
R25107A,Shepherd's Pie,"Demi Glace, Beef",1
R25107A,Shepherd's Pie,"Potato, Yukon B",16
R25107A,Shepherd's Pie,"Cheese, Shredded Cheddar",2
R25107A,Shepherd's Pie,"Lettuce, Arugula",2
R25107A,Shepherd's Pie,Lemon,1
R25107A,Shepherd's Pie,Flour,1
R60535A,One-Pot Tortelloni With Heirloom Tomato And Kale,"Cheese, Shredded Parmesan",1
R60535A,One-Pot Tortelloni With Heirloom Tomato And Kale,"Tomato, Heirloom Grape",4
R60535A,One-Pot Tortelloni With Heirloom Tomato And Kale,Lemon,1
R60535A,One-Pot Tortelloni With Heirloom Tomato And Kale,"Pasta, Tortelloni - Fresh",9
R60535A,One-Pot Tortelloni With Heirloom Tomato And Kale,"Kale, Curly Whole Leaf",4
R60535A,One-Pot Tortelloni With Heirloom Tomato And Kale,"Garlic, Peeled",2
R60535A,One-Pot Tortelloni With Heirloom Tomato And Kale,Chili Flakes,1
R70044B,Seitan Tacos al Pastor with Poblano,"Veggie Crumbles, Chorizo",8
R70044B,Seitan Tacos al Pastor with Poblano,"Pepper, Poblano",1
R70044B,Seitan Tacos al Pastor with Poblano,"Onion, White",1
R70044B,Seitan Tacos al Pastor with Poblano,"Pineapple, In-Juice",4
R70044B,Seitan Tacos al Pastor with Poblano,"Spice, Southwest Spice - ""Warm n' Smoky""",1
R70044B,Seitan Tacos al Pastor with Poblano,Chipotle Powder,1
R70044B,Seitan Tacos al Pastor with Poblano,Lime,1
R70044B,Seitan Tacos al Pastor with Poblano,"Tortillas, 6-inch Flour",6
R70044B,Seitan Tacos al Pastor with Poblano,Cilantro,0.25
R30078A,,,
R90096A,Orange Chicken With Rice Pilaf And Buttery Broccoli To Garlic And Meditteranean Chicken Pasta,"Pasta, Fusilli 6oz",6
R90096A,Orange Chicken With Rice Pilaf And Buttery Broccoli To Garlic And Meditteranean Chicken Pasta,"Cheese, Feta",2
R90096A,Orange Chicken With Rice Pilaf And Buttery Broccoli To Garlic And Meditteranean Chicken Pasta,"Broccoli, Florets",8
R90096A,Orange Chicken With Rice Pilaf And Buttery Broccoli To Garlic And Meditteranean Chicken Pasta,"Rice, Basmati",0.5
R90096A,Orange Chicken With Rice Pilaf And Buttery Broccoli To Garlic And Meditteranean Chicken Pasta,"Almonds, Sliced",1
R90096A,Orange Chicken With Rice Pilaf And Buttery Broccoli To Garlic And Meditteranean Chicken Pasta,Scallions,2
R90096A,Orange Chicken With Rice Pilaf And Buttery Broccoli To Garlic And Meditteranean Chicken Pasta,"Garlic, Peeled",2
R90096A,Orange Chicken With Rice Pilaf And Buttery Broccoli To Garlic And Meditteranean Chicken Pasta,Tunisian Spice Blend,1
R90096A,Orange Chicken With Rice Pilaf And Buttery Broccoli To Garlic And Meditteranean Chicken Pasta,"Squash, Zucchini",8
R90096A,Orange Chicken With Rice Pilaf And Buttery Broccoli To Garlic And Meditteranean Chicken Pasta,Orange,1
R90096A,Orange Chicken With Rice Pilaf And Buttery Broccoli To Garlic And Meditteranean Chicken Pasta,"Vinegar, White Wine",25
R90096A,Orange Chicken With Rice Pilaf And Buttery Broccoli To Garlic And Meditteranean Chicken Pasta,"Stock Concentrate, Chicken",9.6
R90096A,Orange Chicken With Rice Pilaf And Buttery Broccoli To Garlic And Meditteranean Chicken Pasta,"Tomato, Roma",1
R60306,Caramelized Veggie Skewers,Corn Kernels,13.4
R60306,Caramelized Veggie Skewers,"Vinegar, White Wine",25
R60306,Caramelized Veggie Skewers,"Bell Pepper, Red/Orange/Yellow - Hot House Grown",1
R60306,Caramelized Veggie Skewers,"Squash, Zucchini",8
R60306,Caramelized Veggie Skewers,"Mushrooms, Button",4
R60306,Caramelized Veggie Skewers,"Tomato, Roma",1
R60306,Caramelized Veggie Skewers,"Garlic, Peeled",2
R60306,Caramelized Veggie Skewers,"Cheese, Feta",2
R60306,Caramelized Veggie Skewers,"Couscous, French",0.5
R60306,Caramelized Veggie Skewers,Parsley,0.25
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,"Salmon, Skin-On",10
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,"Stock Concentrate, Veggie",9.6
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,"Couscous, French",0.75
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,"Spice, Turkish Spice Blend - ""All Spice Grand Bazaar""",1
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,Lemon,1
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,"Sugar, Brown",1
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,Dijon Mustard Packet,10
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,Sour Cream,1
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,Orange,1
R35118B,Turkish Spiced Salmon With Orange Arugula Salad And Couscous,"Lettuce, Arugula",2
R10213A,Maple glazed chicken,"Chicken, Breasts",12
R10213A,Maple glazed chicken,Maple Syrup,1
R10213A,Maple glazed chicken,"Garlic, Peeled",2
R10213A,Maple glazed chicken,"Vinegar, Balsamic",25
R10213A,Maple glazed chicken,Green Beans,6
R10213A,Maple glazed chicken,"Cinnamon, Ground",1
R10213A,Maple glazed chicken,Pecans,1
R20094,,,
R60435,Grilled Zucchini and Asparagus Farro Bowl,"Onion, Yellow",1
R60435,Grilled Zucchini and Asparagus Farro Bowl,"Garlic, Peeled",2
R60435,Grilled Zucchini and Asparagus Farro Bowl,Asparagus - 8 Ounce (oz),8
R60435,Grilled Zucchini and Asparagus Farro Bowl,"Squash, Zucchini",8
R60435,Grilled Zucchini and Asparagus Farro Bowl,Farro,0.75
R60435,Grilled Zucchini and Asparagus Farro Bowl,Lemon,1
R60435,Grilled Zucchini and Asparagus Farro Bowl,Walnuts,1
R60435,Grilled Zucchini and Asparagus Farro Bowl,"Cheese, Shredded Parmesan",1
R45072B,Macaroni a la Vodka,"Pasta, Macaroni",6
R45072B,Macaroni a la Vodka,"Cheese, Shredded Parmesan",1
R45072B,Macaroni a la Vodka,"Pork, Pancetta",4
R45072B,Macaroni a la Vodka,Flour,1
R45072B,Macaroni a la Vodka,"Garlic, Peeled",2
R45072B,Macaroni a la Vodka,Parsley,0.25
R45072B,Macaroni a la Vodka,"Tomato, Crushed",13.76
R45072B,Macaroni a la Vodka,"Spinach, Baby",5
R45072B,Macaroni a la Vodka,"Breadcrumbs, Panko",0.25
R10134,Apricot-Chili Glazed Chicken with Roasted Potatoes and Carrots,"Chicken, Breasts",12
R10134,Apricot-Chili Glazed Chicken with Roasted Potatoes and Carrots,"Potato, Yukon B",12
R10134,Apricot-Chili Glazed Chicken with Roasted Potatoes and Carrots,"Jam, Apricot",1
R10134,Apricot-Chili Glazed Chicken with Roasted Potatoes and Carrots,Chili Flakes,1
R10134,Apricot-Chili Glazed Chicken with Roasted Potatoes and Carrots,"Thyme, Fresh",0.25
R10134,Apricot-Chili Glazed Chicken with Roasted Potatoes and Carrots,"Stock Concentrate, Chicken",9.6
R10134,Apricot-Chili Glazed Chicken with Roasted Potatoes and Carrots,Shallot,2
R10134,Apricot-Chili Glazed Chicken with Roasted Potatoes and Carrots,Lemon,1
R30031,Lemony Shrimp Linguine NOT FOR FAM,Shrimp,10
R30031,Lemony Shrimp Linguine NOT FOR FAM,"Pasta, Linguine",6
R30031,Lemony Shrimp Linguine NOT FOR FAM,"Garlic, Peeled",2
R30031,Lemony Shrimp Linguine NOT FOR FAM,Lemon,1
R30031,Lemony Shrimp Linguine NOT FOR FAM,Parsley,0.25
R30031,Lemony Shrimp Linguine NOT FOR FAM,"Bell Pepper, Red/Orange/Yellow - Hot House Grown",1
R30031,Lemony Shrimp Linguine NOT FOR FAM,Shallot,2
R30031,Lemony Shrimp Linguine NOT FOR FAM,Chili Flakes,1
R45059,UK Cheesy Tomato Orzo Risotto,"Onion, Yellow",1
R45059,UK Cheesy Tomato Orzo Risotto,"Garlic, Peeled",2
R45059,UK Cheesy Tomato Orzo Risotto,"Tomato, Grape",4
R45059,UK Cheesy Tomato Orzo Risotto,"Thyme, Fresh",0.25
R45059,UK Cheesy Tomato Orzo Risotto,Tomato Paste,6
R45059,UK Cheesy Tomato Orzo Risotto,"Chorizo, Fresh Ground",6
R45059,UK Cheesy Tomato Orzo Risotto,"Pasta, Orzo",6
R45059,UK Cheesy Tomato Orzo Risotto,"Stock Concentrate, Veggie",9.6
R45059,UK Cheesy Tomato Orzo Risotto,"Cheese, Shredded Mozzarella - 2 Ounce (oz)",2
R45059,UK Cheesy Tomato Orzo Risotto,"Cheese, Shredded Parmesan",1
R45059,UK Cheesy Tomato Orzo Risotto,"Spinach, Baby",5
R10174,Pan Roasted Chicken with Dijon Mustard Sauce,"Chicken, Breasts",12
R10174,Pan Roasted Chicken with Dijon Mustard Sauce,"Couscous, Israeli",0.5
R10174,Pan Roasted Chicken with Dijon Mustard Sauce,"Mushrooms, Button",4
R10174,Pan Roasted Chicken with Dijon Mustard Sauce,"Stock Concentrate, Chicken",9.6
R10174,Pan Roasted Chicken with Dijon Mustard Sauce,"Garlic, Peeled",2
R10174,Pan Roasted Chicken with Dijon Mustard Sauce,"Thyme, Fresh",0.25
R10174,Pan Roasted Chicken with Dijon Mustard Sauce,Dijon Mustard Packet,5
R10174,Pan Roasted Chicken with Dijon Mustard Sauce,Lemon,1
R10174,Pan Roasted Chicken with Dijon Mustard Sauce,"Lettuce, Arugula",2
R30015B,Shrimp and Snap Pea Risotto - Summer,"Stock Concentrate, Veggie",9.6
R30015B,Shrimp and Snap Pea Risotto - Summer,Sugar Snap Peas,6
R30015B,Shrimp and Snap Pea Risotto - Summer,"Onion, Yellow",1
R30015B,Shrimp and Snap Pea Risotto - Summer,"Garlic, Peeled",2
R30015B,Shrimp and Snap Pea Risotto - Summer,"Lemon, Meyer",1
R30015B,Shrimp and Snap Pea Risotto - Summer,"Rice, Arborio",0.75
R30015B,Shrimp and Snap Pea Risotto - Summer,Shrimp,10
R30015B,Shrimp and Snap Pea Risotto - Summer,"Cheese, Shredded Parmesan",1
R10259A,Grilled Tuscan Chicken & Broccoli with Spicy Lemon Pasta,"Chicken, Breasts",12
R10259A,Grilled Tuscan Chicken & Broccoli with Spicy Lemon Pasta,Lemon,1
R10259A,Grilled Tuscan Chicken & Broccoli with Spicy Lemon Pasta,"Pasta, Gemeli",6
R10259A,Grilled Tuscan Chicken & Broccoli with Spicy Lemon Pasta,"Broccoli, Florets",8
R10259A,Grilled Tuscan Chicken & Broccoli with Spicy Lemon Pasta,"Cheese, Ricotta Salata",2
R10259A,Grilled Tuscan Chicken & Broccoli with Spicy Lemon Pasta,"Garlic, Peeled",2
R10259A,Grilled Tuscan Chicken & Broccoli with Spicy Lemon Pasta,Tuscan Heat Spice,1
R10259A,Grilled Tuscan Chicken & Broccoli with Spicy Lemon Pasta,Chili Flakes,1
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,"Beef, Ground",10
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,"Tomato, Roma",1
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,"Onion, Red",1
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,"Squash, Zucchini",8
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,Parsley,0.25
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,Bulgur Wheat,0.5
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,Sumac - 1tsp,1
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,Sugar Snap Peas ,8
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,"Stock Concentrate, Chicken",9.6
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,Sour Cream,1
R25090,Shawarma Beef Meatballs w Bulgur and broiled vegetables,"Breadcrumbs, Panko",0.25
R25037,Caramelized Onion Shepherd's Pie,"Beef, Ground",10
R25037,Caramelized Onion Shepherd's Pie,"Potato, Yukon B",12
R25037,Caramelized Onion Shepherd's Pie,"Cheese, Shredded Parmesan",1
R25037,Caramelized Onion Shepherd's Pie,"Onion, Yellow",1
R25037,Caramelized Onion Shepherd's Pie,"Garlic, Peeled",2
R25037,Caramelized Onion Shepherd's Pie,Flour,1
R25037,Caramelized Onion Shepherd's Pie,"Stock Concentrate, Chicken",9.6
R25037,Caramelized Onion Shepherd's Pie,"Carrots, Baby Stemmed",8
R25037,Caramelized Onion Shepherd's Pie,"Peas, Fresh and Frozen - 4 Ounce (oz)",4
R25037,Caramelized Onion Shepherd's Pie,"Thyme, Fresh",0.25
R25037,Caramelized Onion Shepherd's Pie,Milk - Private Label,6.75
R80080A,Hoisin Seared Ribeye with Scallion Sesame Pesto,"Potato, Yukon B",16
R80080A,Hoisin Seared Ribeye with Scallion Sesame Pesto,"Garlic, Peeled",2
R80080A,Hoisin Seared Ribeye with Scallion Sesame Pesto,Ginger,1
R80080A,Hoisin Seared Ribeye with Scallion Sesame Pesto,Cilantro,0.25
